GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
20150101.export.CSV:330219625	20150101	201501	2015	2015.0027	MIL	COMMANDER						MIL			NZL	NEW ZEALAND	NZL								0	013	013	01	1	0.4	3	1	3	1.21580547112462	4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	-38.6533	178.004	272362	4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	-38.6533	178.004	272362	4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	-38.6533	178.004	272362	20150101	http://home.nzcity.co.nz/news/article.aspx?id=199580&cat=980&fm=newsmain,narts
20150101.export.CSV:330219626	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZL	WELLINGTON	NZL								1	017	017	01	1	0.0	2	1	2	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219627	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZL	WELLINGTON	NZL								1	017	017	01	1	0.0	6	1	6	1.97044334975369	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219628	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZL	WELLINGTON	NZL								1	042	042	04	1	1.9	8	1	8	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219629	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZL	WELLINGTON	NZL								1	051	051	05	1	3.4	16	1	16	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219630	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZLMIL	NEW ZEALAND	NZL					MIL			1	017	017	01	1	0.0	8	1	8	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219631	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZLMIL	NEW ZEALAND	NZL					MIL			1	017	017	01	1	0.0	4	1	4	1.97044334975369	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330219632	20150101	201501	2015	2015.0027	MIL	NAVY						MIL			NZLMIL	NEW ZEALAND	NZL					MIL			1	042	042	04	1	1.9	12	1	12	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330224145	20150101	201501	2015	2015.0027	NZL	WELLINGTON	NZL								MIL	NAVY						MIL			1	043	043	04	1	2.8	8	1	8	1.97044334975369	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330224189	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	060	060	06	2	6.0	4	1	4	2.32294617563739	1	Australia	AS	AS	-27	133	AS	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150101.export.CSV:330224190	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	060	060	06	2	6.0	1	1	1	2.32294617563739	1	Australia	AS	AS	-27	133	AS	1	Australia	AS	AS	-27	133	AS	1	Australia	AS	AS	-27	133	AS	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150101.export.CSV:330224191	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	154	154	15	4	-7.2	8	1	8	2.32294617563739	1	Australia	AS	AS	-27	133	AS	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150101.export.CSV:330224192	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	154	154	15	4	-7.2	2	1	2	2.32294617563739	1	Australia	AS	AS	-27	133	AS	1	Australia	AS	AS	-27	133	AS	1	Australia	AS	AS	-27	133	AS	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150101.export.CSV:330224193	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			MIL	NAVY						MIL			1	012	012	01	1	-0.4	10	1	10	1.97044334975369	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330224194	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			MIL	NAVY						MIL			1	043	043	04	1	2.8	12	1	12	1.97044334975369	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150101	http://www.stuff.co.nz/national/64612765/longserving-new-zealand-navy-laundryman-dies
20150101.export.CSV:330224195	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			USA	UNITED STATES	USA								0	060	060	06	2	6.0	1	1	1	2.32294617563739	1	Australia	AS	AS	-27	133	AS	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	1	Australia	AS	AS	-27	133	AS	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150101.export.CSV:330224196	20150101	201501	2015	2015.0027	NZLMIL	NEW ZEALAND	NZL					MIL			USA	UNITED STATES	USA								0	060	060	06	2	6.0	4	1	4	2.32294617563739	1	Australia	AS	AS	-27	133	AS	1	United States	US	US	38	-97	US	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150101	http://www.themercury.com.au/news/world/first-airasia-flight-qz-8501-bodies-arrive-at-airport-as-bad-weather-stalls-search/story-fnj3ty5y-1227171476182
20150102.export.CSV:330261893	20150102	201501	2015	2015.0055											NZLMIL	NEW ZEALAND	NZL					MIL			0	060	060	06	2	6.0	12	2	12	1.81200453001133	0							4	Copenhagen, Køavn*, Denmark	DA	DA05	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	55.6667	12.5833	-2745636	20150102	http://www.thisislancashire.co.uk/news/11698791.New_HMS_Dido_book_tells_how_Bolton_raised___1_2_million_for_war_effort_in_one_week/
20150102.export.CSV:330261894	20150102	201501	2015	2015.0055											NZLMIL	NEW ZEALAND	NZL					MIL			0	060	060	06	2	6.0	8	2	8	1.81200453001133	0							1	France	FR	FR	46	2	FR	1	France	FR	FR	46	2	FR	20150102	http://www.thisislancashire.co.uk/news/11698791.New_HMS_Dido_book_tells_how_Bolton_raised___1_2_million_for_war_effort_in_one_week/
20150102.export.CSV:330287826	20150102	201501	2015	2015.0055	EDU	COLLEGE						EDU			NZL	NEW ZEALAND	NZL								1	020	020	02	1	3.0	4	1	4	2.7027027027027	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150102	http://www.shropshirelive.com/2015/01/02/shropshire-students-land-dream-jobs-in-the-army-and-navy/
20150102.export.CSV:330287829	20150102	201501	2015	2015.0055	EDU	SCHOOL						EDU			NZL	NEW ZEALAND	NZL								1	046	046	04	1	7.0	2	1	2	2.7027027027027	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150102	http://www.shropshirelive.com/2015/01/02/shropshire-students-land-dream-jobs-in-the-army-and-navy/
20150102.export.CSV:330327518	20150102	201501	2015	2015.0055	NZL	NEW ZEALAND	NZL								EDU	SCHOOL						EDU			1	046	046	04	1	7.0	2	1	2	2.7027027027027	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150102	http://www.shropshirelive.com/2015/01/02/shropshire-students-land-dream-jobs-in-the-army-and-navy/
20150103.export.CSV:330360828	20140103	201401	2014	2014.0082											NZLMIL	NEW ZEALAND	NZL					MIL			1	042	042	04	1	1.9	6	1	6	1.08303249097473	0							1	Sri Lanka	CE	CE	7	81	CE	1	Sri Lanka	CE	CE	7	81	CE	20150103	http://www.africaleader.com/index.php/sid/229057845
20150103.export.CSV:330360829	20140103	201401	2014	2014.0082											NZLMIL	NEW ZEALAND	NZL					MIL			1	042	042	04	1	1.9	4	1	4	1.08303249097473	0							1	Sri Lanka	CE	CE	7	81	CE	1	India	IN	IN	20	77	IN	20150103	http://www.africaleader.com/index.php/sid/229057845
20150103.export.CSV:330361348	20140103	201401	2014	2014.0082	NZLMIL	NEW ZEALAND	NZL					MIL													1	043	043	04	1	2.8	2	1	2	1.08303249097473	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20150103	http://www.africaleader.com/index.php/sid/229057845
20150103.export.CSV:330361349	20140103	201401	2014	2014.0082	NZLMIL	NEW ZEALAND	NZL					MIL													1	043	043	04	1	2.8	8	1	8	1.08303249097473	1	New Zealand	NZ	NZ	-41	174	NZ	0							1	India	IN	IN	20	77	IN	20150103	http://www.africaleader.com/index.php/sid/229057845
20150103.export.CSV:330413354	20150103	201501	2015	2015.0082	MIL	NAVY						MIL			NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	2	1	2	1.1844331641286	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	20150103	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381613
20150103.export.CSV:330413355	20150103	201501	2015	2015.0082	MIL	NAVY						MIL			NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	4	1	4	1.1844331641286	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	5	Auckland, Auckland, New Zealand	NZ	NZE7	-36.75	174.583	11483124	20150103	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381613
20150103.export.CSV:330413356	20150103	201501	2015	2015.0082	MIL	NAVY						MIL			NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	2	1	2	1.1844331641286	4	Devonport, New Zealand (general), New Zealand	NZ	NZ00	-36.8167	174.8	-1508880	5	Auckland, Auckland, New Zealand	NZ	NZE7	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	-36.75	174.583	11483124	20150103	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381613
20150104.export.CSV:330495344	20150104	201501	2015	2015.0110	LKAMIL	SRI LANKA	LKA					MIL			NZL	NEW ZEALAND	NZL								1	020	020	02	1	3.0	12	3	12	1.1056828474083	1	Sri Lanka	CE	CE	7	81	CE	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150104	http://www.businessinsider.com/afp-n.-zealand-falter-as-sri-lanka-tighten-grip-on-2nd-test-2015-1
20150104.export.CSV:330498143	20150104	201501	2015	2015.0110	MIL	BATTALION						MIL			NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	2	1	2	2.90322580645161	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	20150104	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381841
20150104.export.CSV:330498144	20150104	201501	2015	2015.0110	MIL	BATTALION						MIL			NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	2	1	2	2.90322580645161	4	Darlinghurst, New South Wales, Australia	AS	AS02	-33.8833	151.217	-1569000	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Darlinghurst, New South Wales, Australia	AS	AS02	-33.8833	151.217	-1569000	20150104	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381841
20150104.export.CSV:330502772	20150104	201501	2015	2015.0110	NZL	TASMAN	NZL								MIL	CARRIER						MIL			1	017	017	01	1	0.0	10	1	10	1.30890052356021	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	20150104	http://www.abc.net.au/news/2015-01-05/tasman-bridge-disaster-40th-anniversary/5998396
20150104.export.CSV:330502773	20150104	201501	2015	2015.0110	NZL	NEW ZEALAND	NZL								MIL	ECHELON						MIL			1	111	111	11	3	-2.0	2	1	2	2.36794171220401	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150104	http://www.cio.co.nz/article/563154/linda-price-gartner-critical-cio-focus-2015-being-powerful-digital-leader-influencer/
20150104.export.CSV:330502774	20150104	201501	2015	2015.0110	NZL	NEW ZEALAND	NZL								MIL	BATTALION						MIL			0	190	190	19	4	-10.0	2	1	2	2.90322580645161	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	20150104	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381841
20150104.export.CSV:330502775	20150104	201501	2015	2015.0110	NZL	NEW ZEALAND	NZL								MIL	BATTALION						MIL			0	190	190	19	4	-10.0	2	1	2	2.90322580645161	4	Waiouru, New Zealand (general), New Zealand	NZ	NZ00	-39.4833	175.667	-1520812	4	Darlinghurst, New South Wales, Australia	AS	AS02	-33.8833	151.217	-1569000	4	Darlinghurst, New South Wales, Australia	AS	AS02	-33.8833	151.217	-1569000	20150104	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11381841
20150104.export.CSV:330502845	20150104	201501	2015	2015.0110	NZLMIL	NEW ZEALAND	NZL					MIL													1	120	120	12	3	-4.0	10	1	10	3.91304347826087	0							0							0							20150104	http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11382050
20150105.export.CSV:330620218	20150105	201501	2015	2015.0137	MIL	ARMY						MIL			NZL	TASMAN	NZL								1	017	017	01	1	0.0	10	1	10	1.03626943005181	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	4	Lake Illawarra, New South Wales, Australia	AS	AS02	-34.55	150.867	-1582799	20150105	http://www.news.com.au/national/tasmania/historic-monaro-out-from-under-wraps-for-anniversary-of-tasman-bridge-disaster/story-fnn32rbc-1227174793722
20150105.export.CSV:330620219	20150105	201501	2015	2015.0137	MIL	NAVAL OFFICER						MIL			NZL	NEW ZEALAND	NZL								1	0841	084	08	2	7.0	1	1	1	1.43884892086331	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150105	http://www.business-standard.com/article/pti-stories/commodore-bopanna-takes-over-as-naval-officer-in-charge-apd-115010500975_1.html
20150105.export.CSV:330620220	20150105	201501	2015	2015.0137	MIL	NAVAL OFFICER						MIL			NZL	NEW ZEALAND	NZL								1	0841	084	08	2	7.0	1	1	1	1.43884892086331	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150105	http://www.business-standard.com/article/pti-stories/commodore-bopanna-takes-over-as-naval-officer-in-charge-apd-115010500975_1.html
20150105.export.CSV:330627304	20150105	201501	2015	2015.0137	NZL	NEW ZEALAND	NZL								MIL	ARMY						MIL			1	070	070	07	2	7.0	10	1	10	2.43690165361184	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150105	http://www.nbr.co.nz/article/can-you-help-air-new-zealand-donate-salvation-army-167275
20150105.export.CSV:330627305	20150105	201501	2015	2015.0137	NZL	NEW ZEALAND	NZL								MIL	ARMY						MIL			1	072	072	07	2	8.3	10	1	10	2.43690165361184	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150105	http://www.nbr.co.nz/article/can-you-help-air-new-zealand-donate-salvation-army-167275
20150105.export.CSV:330627403	20150105	201501	2015	2015.0137	NZLMIL	AUCKLAND	NZL					MIL			MED	TELEVISION						MED			1	020	020	02	1	3.0	10	1	10	3.9426523297491	0							0							0							20150105	http://www.maoritelevision.com/news/regional/coast-guard-auckland-urge-people-take-care-families
20150105.export.CSV:330627404	20150105	201501	2015	2015.0137	NZLMIL	AUCKLAND	NZL					MIL			NZL	AUCKLAND	NZL								1	020	020	02	1	3.0	10	1	10	3.9426523297491	0							0							0							20150105	http://www.maoritelevision.com/news/regional/coast-guard-auckland-urge-people-take-care-families
20150105.export.CSV:330627405	20150105	201501	2015	2015.0137	NZLMIL	AUCKLAND	NZL					MIL			NZL	AUCKLAND	NZL								1	130	130	13	3	-4.4	10	1	10	3.9426523297491	0							0							0							20150105	http://www.maoritelevision.com/news/regional/coast-guard-auckland-urge-people-take-care-families
20150106.export.CSV:330766300	20150106	201501	2015	2015.0164	MIL	CAPTAIN						MIL			NZL	CHRISTCHURCH	NZL								1	036	036	03	1	4.0	3	1	3	2.66789328426863	4	Mount Erebus, New Zealand (general), New Zealand	NZ	NZ00	-43.65	170.567	-1509346	4	Mount Erebus, New Zealand (general), New Zealand	NZ	NZ00	-43.65	170.567	-1509346	4	Mount Erebus, New Zealand (general), New Zealand	NZ	NZ00	-43.65	170.567	-1509346	20150106	http://www.independent.co.uk/news/world/airasia-flight-qz8501-the-pioneering-work-of-the-erebus-crash-investigators-in-1979-is-still-being-used-today-9961467.html
20150106.export.CSV:330766301	20150106	201501	2015	2015.0164	MIL	CAPTAIN						MIL			NZL	CHRISTCHURCH	NZL								1	036	036	03	1	4.0	2	1	2	2.66789328426863	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	20150106	http://www.independent.co.uk/news/world/airasia-flight-qz8501-the-pioneering-work-of-the-erebus-crash-investigators-in-1979-is-still-being-used-today-9961467.html
20150106.export.CSV:330773522	20150106	201501	2015	2015.0164	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	060	060	06	2	6.0	5	1	5	3.3195020746888	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150106	http://wap.thenews.bigpond.com/articles/TopStories/2014/12/31/Australian_aircraft_stood_down_from_search_1025972.html
20150106.export.CSV:330773523	20150106	201501	2015	2015.0164	NZLMIL	NEW ZEALAND	NZL					MIL			IDN	INDONESIA	IDN								0	154	154	15	4	-7.2	10	1	10	3.3195020746888	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150106	http://wap.thenews.bigpond.com/articles/TopStories/2014/12/31/Australian_aircraft_stood_down_from_search_1025972.html
20150106.export.CSV:330773524	20150106	201501	2015	2015.0164	NZLMIL	NEW ZEALAND	NZL					MIL			USA	UNITED STATES	USA								0	060	060	06	2	6.0	5	1	5	3.3195020746888	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	1	United States	US	US	38	-97	US	4	Surabaya, Jawa Timur, Indonesia	ID	ID08	-7.24917	112.751	-2698521	20150106	http://wap.thenews.bigpond.com/articles/TopStories/2014/12/31/Australian_aircraft_stood_down_from_search_1025972.html
20150107.export.CSV:330827627	20150106	201501	2015	2015.0164	TONMIL	TONGA	TON					MIL			NZL	NEW ZEALAND	NZL								1	090	090	09	2	-2.0	2	1	2	0.943396226415094	4	Tongatapu, Tongatapu, Tonga	TN	TN02	-21.1667	-175.167	-2778435	4	Tongatapu, Tongatapu, Tonga	TN	TN02	-21.1667	-175.167	-2778435	1	New Zealand	NZ	NZ	-41	174	NZ	20150107	http://www.radionz.co.nz/international/pacific-news/263299/missing-tonga-fishermen-found
20150107.export.CSV:330827628	20150106	201501	2015	2015.0164	TONMIL	TONGA	TON					MIL			NZL	NEW ZEALAND	NZL								1	090	090	09	2	-2.0	8	1	8	0.943396226415094	4	Tongatapu, Tongatapu, Tonga	TN	TN02	-21.1667	-175.167	-2778435	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150107	http://www.radionz.co.nz/international/pacific-news/263299/missing-tonga-fishermen-found
20150107.export.CSV:330927707	20150107	201501	2015	2015.0192	MIL	CAPTAIN						MIL			NZL	NEW ZEALAND	NZL								1	043	043	04	1	2.8	6	1	6	5.24590163934426	4	Poverty Bay, New Zealand (general), New Zealand	NZ	NZ00	-38.7	177.967	-1516491	4	Poverty Bay, New Zealand (general), New Zealand	NZ	NZ00	-38.7	177.967	-1516491	4	Poverty Bay, New Zealand (general), New Zealand	NZ	NZ00	-38.7	177.967	-1516491	20150107	http://business.scoop.co.nz/2015/01/08/new-zealands-first-brewer-celebrated-this-month/
20150107.export.CSV:330927708	20150107	201501	2015	2015.0192	MIL	MILITARY						MIL			NZL	NEW ZEALAND	NZL								1	075	075	07	2	7.0	20	1	20	2.47933884297521	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150107	http://thaipoliticalprisoners.wordpress.com/2015/01/07/lese-majeste-hatred/
